master_project_code,fiscal_year,quarter,team_size_fte,manager_fte
MOLFPEIM,2023,1,5.98,0.0
MOLFPEIM,2023,2,26.65,0.0
MOLFPEIM,2023,3,5.39,0.0
MOLFPGEV,2025,4,2.22,0.27
MOLFPGEV,2026,1,2.64,1.32
MOLFPHCS,2025,3,7.96,0.0
MOLFPHCS,2025,4,6.31,0.0
MOLFPHED,2023,1,2.64,0.0
MOLFPHED,2023,2,21.26,0.0
MOLFPHED,2023,3,19.0,0.0
MOLFPHVM,2023,2,2.26,0.0
MOLFPHYP,2024,4,1.49,0.0
MOLFPHYP,2025,1,2.64,0.0
MOLFPIND,2024,2,1.3,0.0
MOLFPJDE,2023,4,3.38,0.0
MOLFPLEN,2025,1,5.51,0.0
MOLFPLOW,2023,3,10.64,0.0
MOLFPLOW,2023,4,41.98,0.31
MOLFPLOW,2024,1,36.71,0.0
MOLFPLOW,2024,2,24.42,0.0
MOLFPMCC,2022,1,191.6,1.8
MOLFPMCC,2022,2,86.91,4.0
MOLFPMCC,2022,3,73.59,4.0
MOLFPMCC,2022,4,99.22,3.97
MOLFPMCC,2023,1,79.44,2.01
MOLFPMCC,2023,2,51.27,0.0
MOLFPMCG,2022,4,8.27,0.69
MOLFPMCW,2025,2,3.91,0.0
MOLFPMCW,2025,3,8.26,0.0
MOLFPMIT,2023,2,3.95,0.0
MOLFPMPI,2022,1,4.44,0.0
MOLFPMPI,2022,2,8.78,0.0
MOLFPMPI,2022,3,0.65,0.0
MOLFPMPI,2022,4,8.21,0.0
MOLFPMQR,2025,4,1.24,0.23
MOLFPMQR,2026,1,7.25,1.42
MOLFPMQR,2026,2,2.7,0.0
MOLFPMS,2022,3,0.22,0.0
MOLFPMS,2022,4,43.11,2.0
MOLFPMS,2023,1,8.4,1.89
MOLFPMSF,2023,4,3.18,0.0
MOLFPMSF,2024,1,13.76,2.77
MOLFPMSL,2024,1,3.16,0.0
MOLFPMWI,2025,4,1.78,0.89
MOLFPMWI,2026,1,5.71,4.0
MOLFPMWI,2026,2,1.35,1.35
MOLFPMWS,2023,1,15.96,0.0
MOLFPMWS,2023,2,10.78,0.0
MOLFPMWS,2023,3,1.35,0.0
MOLFPNHL,2022,1,4.55,0.0
MOLFPNMD,2023,2,2.78,0.0
MOLFPNMD,2023,3,21.57,0.0
MOLFPNMS,2024,1,12.86,0.33
MOLFPNMS,2024,2,13.14,0.34
MOLFPNMT,2023,4,15.87,0.0
MOLFPNSS,2024,2,6.74,0.0
MOLFPNVI,2022,2,35.54,0.0
MOLFPNVI,2022,3,40.99,0.0
MOLFPNVI,2022,4,57.52,2.62
MOLFPOCI,2023,4,5.9,0.0
MOLFPOCL,2022,1,1.41,0.0
MOLFPOCM,2024,3,4.7,1.0
MOLFPODD,2023,3,15.75,0.0
MOLFPODD,2023,4,42.03,0.0
MOLFPODH,2023,4,26.67,1.38
MOLFPODM,2023,1,12.09,0.0
MOLFPODM,2023,2,26.43,0.0
MOLFPODS,2022,1,11.91,0.0
MOLFPODS,2022,2,21.43,0.0
MOLFPODS,2022,3,10.65,0.0
MOLFPODT,2024,1,82.25,1.02
MOLFPODW,2024,2,78.46,4.3
MOLFPODW,2024,3,21.41,1.16
MOLFPOHD,2023,2,1.57,0.0
MOLFPOHD,2023,3,7.96,0.0
MOLFPOHE,2022,1,10.22,0.0
MOLFPOHE,2022,2,12.52,3.39
MOLFPOHE,2022,3,24.17,0.0
MOLFPOHF,2024,1,3.96,0.0
MOLFPOHI,2022,4,7.22,0.0
MOLFPOHI,2023,1,10.02,0.0
MOLFPOHI,2023,2,1.35,0.0
MOLFPPAK,2024,2,0.48,0.0
MOLFPPAK,2024,3,29.14,0.0
MOLFPPDA,2025,3,4.12,0.0
MOLFPPEG,2025,4,1.34,0.0
MOLFPPEG,2026,1,4.51,0.0
MOLFPPSC,2024,3,25.35,0.0
MOLFPQAR,2025,4,6.61,0.0
MOLFPQAR,2026,1,5.93,0.0
MOLFPQNU,2025,4,1.72,0.0
MOLFPQNU,2026,1,5.0,0.0
MOLFPQNU,2026,2,3.37,0.0
MOLFPQNX,2022,3,14.78,0.0
MOLFPQNX,2022,4,71.07,0.0
MOLFPQNX,2023,1,56.04,4.0
MOLFPQNX,2023,2,27.48,0.74
MOLFPRQI,2025,3,9.43,1.35
MOLFPRQS,2025,3,3.26,0.0
MOLFPRTL,2023,3,9.83,0.0
MOLFPRTO,2023,2,7.96,0.0
MOLFPRTO,2023,3,1.35,0.0
MOLFPSDW,2023,4,4.44,0.0
MOLFPSDW,2024,1,13.65,0.0
MOLFPSTX,2023,4,1.24,0.0
MOLFPTXC,2022,1,23.71,0.0
MOLFPTXC,2022,2,66.84,0.0
MOLFPTXC,2022,3,46.35,0.0
MOLFPTXC,2022,4,23.18,2.62
MOLFPVOL,2024,2,22.48,0.0
MOLFPWGC,2022,4,8.0,0.0
MOLFPWGC,2023,1,8.0,0.0
MOLFPWGC,2023,2,8.0,0.0
MOLFPWGC,2023,3,2.7,0.0
MOLFPWGS,2022,1,8.0,0.0
MOLFPWGS,2022,2,8.0,0.0
MOLFPWGS,2022,3,8.0,0.0
MOLGENIZ,2025,3,0.87,0.72
MOLGENIZ,2025,4,11.24,0.0
MOLGENIZ,2026,1,3.21,0.0
MOLGMTSP,2022,4,3.42,0.0
MOLGPIVR,2025,3,4.0,0.0
MOLGPIVR,2025,4,4.0,0.0
MOLGPIVR,2026,1,4.0,0.0
MOLGPIVR,2026,2,4.0,0.0
MOLGPIVR,2026,3,2.65,0.0
MOLGTN1Z,2025,4,21.73,0.0
MOLGTN2Z,2025,4,11.31,0.0
MOLGTN2Z,2026,1,7.3,0.0
MOLH3PB5,2023,4,32.47,0.0
MOLH3PB5,2024,1,16.0,0.0
MOLH3PB5,2024,2,21.46,0.0
MOLH3PB5,2024,3,29.2,0.0
MOLHAMQZ,2023,3,46.6,1.35
MOLHELIC,2022,1,0.09,0.0
MOLHIEMZ,2025,2,4.74,0.0
MOLHIEMZ,2025,3,0.48,0.0
MOLHRBLR,2025,3,2.13,0.0
MOLHRPB5,2022,4,31.16,0.0
MOLHRPB5,2023,1,43.25,0.0
MOLHRPB5,2023,2,45.64,0.0
MOLHRPB5,2023,3,38.6,0.0
MOLHSPMZ,2022,1,1.7,0.0
MOLIACLD,2025,1,12.38,0.0
MOLIACLD,2025,2,9.12,0.0
MOLIAOF,2024,1,1.41,0.0
MOLIAOF,2024,2,8.0,0.0
MOLIAOF,2024,3,5.3,0.0
MOLIAOF1,2024,3,2.7,0.0
MOLIAON1,2024,3,1.35,0.0
MOLIAONS,2024,1,1.94,0.0
MOLIAONS,2024,2,6.4,0.0
MOLIAONS,2024,3,4.77,0.0
MOLICMCG,2024,1,0.13,0.13
MOLICMCG,2024,2,0.01,0.01
MOLICMCG,2024,4,1.86,1.86
MOLICMCG,2025,1,2.2,2.2
MOLID360,2024,4,4.44,0.0
MOLIDHLX,2025,3,5.04,0.0
MOLIDSSB,2024,4,17.24,0.0
MOLIDSSB,2025,1,10.99,0.0
MOLIDTMG,2024,4,5.63,0.0
MOLIDYWD,2023,4,3.96,0.0
MOLIDYWD,2024,1,4.0,0.0
MOLIDYWD,2024,2,4.0,0.0
MOLIDYWD,2024,3,2.65,0.0
MOLIGCMC,2023,4,1.68,1.68
MOLIGCMC,2024,1,1.96,1.96
MOLIGCMC,2024,2,2.99,2.99
MOLIGCMC,2024,3,3.0,3.0
MOLIGCMC,2024,4,0.46,0.46
MOLIMPL,2022,3,3.87,0.0
MOLIMPL,2022,4,4.0,0.0
MOLIMPL,2023,1,4.0,0.0
MOLINAWD,2023,2,0.87,0.0
MOLINAWD,2023,3,3.89,0.0
MOLINFCH,2022,1,4.0,0.0
MOLINFCH,2022,2,4.0,0.0
MOLINFCH,2022,3,4.0,0.0
MOLINFCH,2022,4,10.4,0.0
MOLINFCH,2023,1,8.0,0.0
MOLINFCH,2023,2,8.0,0.0
MOLINFCH,2023,3,8.0,0.0
MOLINFCH,2023,4,13.26,0.0
MOLINFCH,2024,1,19.99,0.0
MOLINFCH,2024,2,18.26,0.0
MOLINFCH,2024,3,14.35,0.0
MOLINFCH,2024,4,13.0,0.0
MOLINFCH,2025,1,13.0,0.0
MOLINFCH,2025,2,10.54,0.0
MOLINFCH,2025,3,15.21,0.0
MOLINFCH,2025,4,25.33,0.0
MOLINFCH,2026,1,28.0,0.0
MOLINFCH,2026,2,19.85,0.0
MOLINFCH,2026,3,8.0,0.0
MOLINFMO,2022,1,374.01,9.68
MOLINFMO,2022,2,431.61,7.0
MOLINFMO,2022,3,442.22,7.0
MOLINFMO,2022,4,448.07,5.97
MOLINFMO,2023,1,458.96,4.99
MOLINFMO,2023,2,487.82,7.5
MOLINFMO,2023,3,495.3,5.48
MOLINFMO,2023,4,480.98,4.0
MOLINFMO,2024,1,403.11,2.98
MOLINFMO,2024,2,428.82,3.83
MOLINFMO,2024,3,436.94,7.51
MOLINFMO,2024,4,438.64,8.0
MOLINFMO,2025,1,451.4,4.0
MOLINFMO,2025,2,157.97,1.39
MOLINFMO,2025,3,393.61,3.0
MOLINFMO,2025,4,382.82,2.58
MOLINFMO,2026,1,309.03,0.0
MOLINFMO,2026,2,216.07,0.0
MOLINFMO,2026,3,48.96,0.0
MOLINFMO,2026,4,13.07,0.0
MOLINFOP,2022,1,1282.75,75.82
MOLINFOP,2022,2,1225.74,60.8
MOLINFOP,2022,3,1319.7,66.09
MOLINFOP,2022,4,1231.93,65.79
MOLINFOP,2023,1,1428.96,73.15
MOLINFOP,2023,2,1378.29,70.33
MOLINFOP,2023,3,1501.8,70.58
MOLINFOP,2023,4,1512.38,75.39
MOLINFOP,2024,1,1525.77,71.29
MOLINFOP,2024,2,1696.95,82.28
MOLINFOP,2024,3,1652.32,81.74
MOLINFOP,2024,4,1560.61,82.87
MOLINFOP,2025,1,1567.82,81.12
MOLINFOP,2025,2,566.99,29.54
MOLINFOP,2025,3,1441.16,72.35
MOLINFOP,2025,4,1499.85,79.12
MOLINFOP,2026,1,1133.43,65.85
MOLINFOP,2026,2,794.38,53.35
MOLINFOP,2026,3,427.99,32.54
MOLINFOP,2026,4,46.29,10.62
MOLINFPN,2022,1,62.14,16.0
MOLINFPN,2022,2,50.74,16.0
MOLINFPN,2022,3,48.42,16.0
MOLINFPN,2022,4,44.14,16.0
MOLINFPN,2023,1,42.63,16.0
MOLINFPN,2023,2,42.74,14.83
MOLINFPN,2023,3,44.1,12.4
MOLINFPN,2023,4,45.84,12.0
MOLINFPN,2024,1,43.95,15.08
MOLINFPN,2024,2,37.0,16.0
MOLINFPN,2024,3,37.0,16.0
MOLINFPN,2024,4,34.37,14.37
MOLINFPN,2025,1,51.78,18.68
MOLINFPN,2025,2,40.64,13.48
MOLINFPN,2025,3,58.74,20.0
MOLINFPN,2025,4,61.04,18.93
MOLINFPN,2026,1,37.55,20.0
MOLINFPN,2026,2,30.04,17.39
MOLINFPN,2026,3,15.09,12.0
MOLINVWD,2024,1,0.48,0.0
MOLINVWD,2024,2,0.61,0.0
MOLINYWD,2024,4,2.64,0.0
MOLINYWD,2025,1,4.0,0.0
MOLINYWD,2025,2,4.0,0.0
MOLINYWD,2025,3,3.83,0.0
MOLISERV,2023,1,14.07,0.0
MOLISERV,2023,2,29.63,0.0
MOLISERV,2023,3,7.91,0.0
MOLISTAR,2024,3,21.02,0.0
MOLISTAR,2024,4,12.86,0.0
MOLISTAR,2025,2,22.99,2.65
MOLISTAR,2025,3,33.65,4.0
MOLIWDEA,2024,2,4.31,0.0
MOLKNMLZ,2024,1,3.96,1.32
MOLLASQZ,2025,1,6.2,2.51
MOLLASQZ,2025,2,9.78,1.47
MOLLAUMZ,2025,3,13.7,0.33
MOLLIG1Z,2022,2,0.27,0.0
MOLLIG2Z,2022,2,1.61,0.0
MOLLPBL2,2025,4,13.24,0.0
MOLLPBL2,2026,1,18.95,0.0
MOLLTMLZ,2024,3,1.09,0.0
MOLLTMQZ,2023,3,8.78,1.35
MOLLTXQZ,2025,1,8.62,1.22
MOLMCMQZ,2025,1,63.78,0.0
MOLMCMQZ,2025,2,90.02,2.91
MOLMGPQZ,2025,3,2.34,0.98
MOLMPHMZ,2022,1,15.58,0.0
MOLMPHMZ,2022,2,45.51,0.0
MOLMPHMZ,2022,3,27.95,0.0
MOLMPMQZ,2023,3,0.87,0.0
MOLMPMQZ,2023,4,148.4,4.89
MOLMPMQZ,2024,1,160.36,6.13
MOLMPMQZ,2024,2,49.22,0.43
MOLMPMZ1,2022,1,2.81,0.0
MOLMRMLZ,2024,3,124.26,5.0
MOLMRMLZ,2024,4,0.66,0.0
MOLMULAI,2025,4,12.19,1.59
MOLNGMLZ,2024,1,40.24,0.59
MOLNGMLZ,2024,2,70.3,1.98
MOLNGMLZ,2024,3,32.98,0.43
MOLNYRMZ,2025,4,8.63,2.22
MOLNYRMZ,2026,1,5.14,0.57
MOLOHCMP,2022,2,24.7,0.0
MOLOHCMP,2022,3,37.5,0.0
MOLOMNMZ,2025,4,6.98,0.0
MOLOMNMZ,2026,1,0.18,0.0
MOLPASTP,2025,4,4.45,0.36
MOLPCPIL,2022,4,8.61,0.34
MOLPDCDC,2022,3,1.35,0.0
MOLPDCDC,2022,4,1.33,0.0
MOLPDCIL,2022,4,3.1,0.34
MOLPGANG,2023,2,8.91,0.0
MOLPGCAD,2025,3,6.64,0.0
MOLPGCAD,2025,4,2.47,0.0
MOLPGCLM,2024,2,2.09,0.0
MOLPGCLM,2024,3,8.35,0.0
MOLPGCMS,2024,1,12.08,0.0
MOLPGCMS,2024,2,0.61,0.0
MOLPGHDC,2023,3,2.09,1.57
MOLPLTSS,2022,4,1.48,0.0
MOLPLTSS,2023,1,15.79,0.0
MOLPMOIC,2022,2,3.39,0.0
MOLPMOIC,2022,3,4.0,0.0
MOLPMOIC,2022,4,4.0,0.0
MOLPMOMT,2022,3,0.65,0.65
MOLPMOMT,2022,4,2.8,2.8
MOLPUG22,2023,3,122.85,8.35
MOLPUG22,2023,4,48.0,4.0
MOLQNXIL,2022,3,35.34,2.36
MOLQNXIL,2022,4,62.7,2.28
MOLQNXIL,2023,1,63.87,7.0
MOLQNXIL,2023,2,55.83,7.0
MOLQNXIL,2023,3,15.07,1.07
MOLQXTRD,2025,3,15.83,0.0
MOLQXTRD,2025,4,4.78,0.0
MOLRCMQZ,2025,2,29.74,4.0
MOLRCMQZ,2025,3,4.11,0.78
MOLS2IST,2024,3,0.09,0.0
MOLSAGRC,2024,2,2.09,0.0
MOLSAGRC,2024,3,1.13,0.0
MOLSAPON,2024,1,2.64,0.0
MOLSAPON,2024,2,8.0,0.0
MOLSAPON,2024,3,8.0,0.0
MOLSAPON,2024,4,8.0,0.0
MOLSAPON,2025,1,8.0,0.0
MOLSAPON,2025,2,8.0,0.0
MOLSAPON,2025,3,8.0,0.0
MOLSAPON,2025,4,7.87,0.0
MOLSAPON,2026,1,8.0,0.0
MOLSAPON,2026,2,8.0,0.0
MOLSAPON,2026,3,8.0,0.0
MOLSAPON,2026,4,8.0,0.0
MOLSASTP,2022,1,12.0,0.0
MOLSASTP,2022,2,12.0,0.0
MOLSASTP,2022,3,12.0,0.0
MOLSASTP,2022,4,12.0,0.0
MOLSASTP,2023,1,10.37,0.0
MOLSASTP,2023,2,8.0,0.0
MOLSASTP,2023,3,7.52,0.0
MOLSASTP,2023,4,7.96,0.0
MOLSASTP,2024,1,8.62,0.0
MOLSASTP,2024,2,8.0,0.0
MOLSASTP,2024,3,7.22,0.0
MOLSASTP,2024,4,8.0,0.0
MOLSASTP,2025,1,8.0,0.0
MOLSASTP,2025,2,11.15,0.0
MOLSASTP,2025,3,13.45,0.0
MOLSASTP,2025,4,14.56,0.0
MOLSASTP,2026,1,7.3,0.0
MOLSCOCI,2023,2,7.39,0.0
MOLSFISP,2022,1,9.1,0.0
MOLSFLIC,2022,1,9.89,4.0
MOLSFLIC,2022,2,14.83,4.0
MOLSFLIC,2022,3,10.3,4.0
MOLSFLIC,2022,4,6.27,2.27
MOLSFLIC,2023,1,8.0,4.0
MOLSFLIC,2023,2,8.0,4.0
MOLSFLIC,2023,3,0.96,0.48
MOLSFTRM,2024,1,3.52,3.52
MOLSFTSK,2025,3,8.83,0.0
MOLSIICS,2024,3,2.7,0.0
MOLSIICS,2024,4,15.33,1.36
MOLSONAR,2025,4,1.47,0.0
MOLSONAR,2026,1,3.25,0.0
MOLSPBLR,2025,2,3.74,0.0
MOLSPBLR,2025,3,15.16,0.0
MOLSPCON,2024,2,5.78,0.0
MOLSPCON,2024,3,9.04,0.0
MOLSPCON,2024,4,6.64,0.0
MOLSPCON,2025,1,10.0,0.0
MOLSPCON,2025,2,10.0,0.0
MOLSPCON,2025,3,4.0,0.0
MOLSPCON,2025,4,2.62,0.0
MOLSPMOH,2022,1,17.06,1.85
MOLSPMOH,2022,2,50.74,1.83
MOLSPMOH,2022,3,44.29,5.42
MOLSPMOH,2022,4,54.09,0.84
MOLSPMOH,2023,1,54.07,1.0
MOLSPMOH,2023,2,47.74,1.0
MOLSPMOH,2023,3,47.22,1.0
MOLSPMOH,2023,4,17.91,0.34
MOLSPPH2,2024,1,2.02,0.0
MOLSPPH2,2024,2,3.74,0.0
MOLSPU82,2023,1,3.21,0.44
MOLSPU82,2023,2,32.98,0.0
MOLSPU82,2024,2,0.78,0.0
MOLSRMLZ,2024,3,7.57,0.0
MOLTMBAC,2025,1,2.68,0.0
MOLTMBAC,2025,2,4.0,0.0
MOLTMBAC,2025,3,4.0,0.0
MOLTMBAC,2025,4,4.0,0.0
MOLTMBAC,2026,1,2.68,0.0
MOLTMBAS,2025,1,2.68,0.0
MOLTMBAS,2025,2,4.0,0.0
MOLTMBAS,2025,3,4.0,0.0
MOLTMBAS,2025,4,4.0,0.0
MOLTMBAS,2026,1,4.0,0.0
MOLTSIQZ,2025,2,7.91,1.53
MOLTSIQZ,2025,3,8.11,1.01
MOLTY2SP,2023,3,4.66,0.0
MOLTY2SP,2023,4,6.87,0.0
MOLTY2SP,2024,1,7.6,0.0
MOLTY2SP,2024,2,7.6,0.0
MOLTY2SP,2024,3,7.6,0.0
MOLTY2SP,2024,4,7.74,0.0
MOLTY2SP,2025,1,8.62,0.0
MOLTY2SP,2025,2,7.78,0.0
MOLTY2SP,2025,3,4.0,0.0
MOLTY2SP,2025,4,4.0,0.0
MOLTY2SP,2026,1,0.66,0.0
MOLTYISP,2022,3,6.74,1.57
MOLTYISP,2022,4,16.76,4.36
MOLUIMQZ,2023,3,21.43,0.0
MOLUIMQZ,2023,4,33.22,0.0
MOLUMCL1,2025,2,3.26,1.3
MOLUMCL1,2025,3,4.04,2.87
MOLUMEQZ,2025,4,32.49,0.0
MOLUMEQZ,2026,1,1.63,0.0
MOLUMGQZ,2025,3,32.96,2.39
MOLUMKQZ,2025,3,7.26,0.0
MOLUMKQZ,2025,4,48.4,0.67
MOLUMLQZ,2025,4,36.79,2.62
MOLUMLQZ,2026,1,1.14,0.18
MOLUMOMZ,2025,3,3.83,0.23
MOLUMOMZ,2025,4,3.73,0.0
MOLUMSQZ,2025,2,2.96,0.0
MOLUMSQZ,2025,3,2.17,0.0
MOLUMTQZ,2025,2,2.48,0.0
MOLVOMLZ,2024,3,4.22,0.0
MOMADMQZ,2022,4,34.0,2.8
MOMCR2QZ,2025,2,52.3,3.3
MOMCR2QZ,2025,3,27.35,1.35
MOMCR3QZ,2025,2,28.6,1.78
MOMCR3QZ,2025,3,104.06,5.34
MOMCRMQZ,2022,3,3.87,0.0
MOMPTMQZ,2024,2,18.37,0.43
MOMPTMQZ,2024,3,158.72,2.2
MOMPTMQZ,2024,4,139.38,7.35
MOMPTMQZ,2025,1,202.8,6.21
MOMRWMQZ,2024,3,35.33,0.02
MOMSAVIL,2024,1,5.49,0.26
MOMULPCC,2025,4,0.53,0.0
MOMULUPM,2025,3,21.19,5.53
MOMVPMQZ,2022,2,13.65,1.3
MOMVPMQZ,2022,3,101.66,10.51
MONYAMQZ,2023,1,8.57,0.0
MONYAMQZ,2023,2,92.87,1.3
MONYAMQZ,2023,3,47.87,0.0
MONYMDSZ,2025,4,5.16,2.41
MONYMDSZ,2026,1,5.32,0.99
MOPS22MQ,2023,3,29.0,0.0
MOPUMQSZ,2022,2,8.91,0.78
MORPLMQZ,2023,4,38.33,1.96
MORPLMQZ,2024,1,16.53,0.7
MORPTTB2,2023,2,1.3,0.0
MORPTTB2,2023,3,4.0,0.0
MORPTTMQ,2023,2,6.52,0.0
MORPTTMQ,2023,3,17.26,0.0
MOSFIMQZ,2023,1,10.47,0.0
MOSFIMQZ,2023,2,2.93,0.0
MOSFIMQZ,2023,3,1.47,0.0
MOSFMOZ1,2022,1,27.65,2.55
MOSFMZIA,2022,1,7.74,0.0
MOUDTMQZ,2024,2,10.09,0.0
MOUDTMQZ,2024,3,1.83,0.0
MOUM22MQ,2022,4,137.61,11.31
MOUM22MQ,2023,1,265.99,18.99
MOUM22MQ,2023,2,112.27,11.12
MOUM22MQ,2023,3,2.61,0.0
MOVAIMQZ,2023,1,41.3,0.0
MOVAIMQZ,2023,2,14.92,0.0
MS365STP,2023,2,51.93,7.52
MS365STP,2023,3,41.88,1.35
MS365STP,2023,4,33.16,0.0
MS365STP,2024,1,40.04,0.0
MS3CPZ51,2024,2,171.23,7.91
MS3CPZ51,2024,3,159.74,8.0
MS3CPZ51,2024,4,118.42,8.0
MS3CPZ51,2025,1,160.02,9.32
MS3CPZ51,2025,2,75.7,0.0
MS3CPZ52,2025,2,93.28,10.47
MS3CPZ52,2025,3,131.4,8.0
MS3CPZ52,2025,4,98.99,8.0
MS3CPZ52,2026,1,87.19,8.0
MS3OCPZ2,2025,2,116.3,0.0
MS3OCPZ2,2025,3,173.66,1.26
MS3OCPZ2,2025,4,96.5,1.31
MS3PCHZ2,2024,2,105.48,9.21
MS3PCHZ2,2024,3,111.82,11.0
MS3PCHZ2,2024,4,126.7,11.0
MS3PCHZ2,2025,1,154.84,8.45
MS3PCHZ2,2025,2,104.3,7.0
MS3PCHZ2,2025,3,100.91,7.0
MS3PCHZ2,2025,4,94.0,7.0
MS3PCHZ2,2026,1,75.77,7.0
MSABAPM1,2022,1,17.93,0.0
MSABAPM1,2022,2,16.0,0.0
MSABAPM1,2022,3,10.52,0.0
MSABAPM1,2022,4,11.29,0.0
MSABAPM1,2023,1,8.26,0.0
MSABAPP1,2022,1,4.0,0.0
MSABAPP1,2022,2,9.28,0.0
MSABAPP1,2022,3,12.78,0.0
MSABAPP1,2022,4,8.0,0.0
MSABAPP1,2023,1,8.0,0.0
MSABAPSP,2022,1,21.32,9.66
MSABAPSP,2022,2,24.0,9.0
MSABAPSP,2022,3,21.3,5.0
MSABAPSP,2022,4,22.62,7.62
MSABAPSP,2023,1,24.0,9.0
MSABAPST,2023,2,330.54,2.63
MSABAPST,2023,3,335.85,2.8
MSABAPST,2023,4,343.71,2.8
MSABAPST,2024,1,325.13,1.46
MSABAPST,2024,2,268.33,0.77
MSABAPST,2024,3,218.71,0.8
MSABAPST,2024,4,183.67,0.8
MSABAPST,2025,1,158.72,0.8
MSABPHZ3,2022,1,16.0,0.0
MSABPHZ3,2022,2,13.39,0.0
MSABPHZ3,2022,3,7.96,0.0
MSABPHZ3,2022,4,17.0,0.0
MSABPHZ3,2023,1,11.42,0.0
MSACASTP,2022,1,75.22,8.0
MSACEH31,2023,2,735.25,12.0
MSACEH31,2023,3,673.96,3.91
MSACEH31,2023,4,531.47,4.08
MSACEH31,2024,1,317.48,1.0
MSACEH31,2024,2,270.15,1.68
MSACEH31,2024,3,98.94,0.0
MSACEHY1,2022,1,68.0,8.0
MSACEHY1,2022,2,107.92,8.72
MSACEHY1,2022,3,142.29,7.0
MSACEHY1,2022,4,191.27,6.5
MSACEHY1,2023,1,229.91,7.0
MSACEHY3,2022,1,233.67,0.0
MSACEHY3,2022,2,314.61,0.98
MSACEHY3,2022,3,316.26,5.3
MSACEHY3,2022,4,325.77,7.0
MSACEHY3,2023,1,319.81,6.01
MSACEHY4,2022,1,53.93,0.0
MSACEHY4,2022,2,63.24,0.0
MSACEHY4,2022,3,54.88,0.0
MSACEHY4,2022,4,48.6,0.0
MSACEHY4,2023,1,34.07,0.0
MSACEIL1,2022,1,18.78,0.0
MSACEIL1,2022,2,29.73,0.0
MSACEIL1,2022,3,23.68,0.0
MSACEIL1,2022,4,19.92,0.0
MSACEIL1,2023,1,21.0,0.0
MSACEMC1,2022,1,22.01,4.0
MSACEMC1,2022,2,28.59,4.0
MSACEMC1,2022,3,25.03,4.0
MSACEMC1,2022,4,25.32,4.0
MSACEMC1,2023,1,30.37,4.0
MSACEMC2,2022,1,28.0,0.0
MSACEMC2,2022,2,20.89,0.0
MSACEMC2,2022,3,17.52,0.0
MSACEMC2,2022,4,14.06,0.0
MSACEMC2,2023,1,8.0,0.0
MSACEPU1,2022,1,62.06,0.0
MSACEPU1,2022,2,69.07,0.0
MSACEPU1,2022,3,68.22,0.0
MSACEPU1,2022,4,94.7,0.0
MSACEPU1,2023,1,96.2,0.0
MSACEPU2,2022,1,10.04,0.0
MSACEPU2,2022,2,6.48,0.0
MSACEPU2,2022,3,1.35,0.0
MSACS01,2024,1,12.13,0.0
MSADSRTP,2022,2,179.43,24.57
MSADSRTP,2022,3,213.36,28.63
MSADSRTP,2022,4,203.36,26.87
MSADSRTP,2023,1,201.43,21.84
MSAERHYD,2023,2,83.71,1.86
MSAERHYD,2023,3,137.62,9.35
MSAERHYD,2023,4,186.03,13.87
MSAERHYD,2024,1,181.13,8.6
MSAERHYD,2024,2,247.37,14.98
MSAERHYD,2024,3,231.66,16.6
MSAERHYD,2024,4,281.89,20.48
MSAERHYD,2025,1,333.55,26.12
MSAGBD21,2022,1,124.98,8.0
MSAGBD22,2022,2,40.43,0.0
MSAGBD22,2022,3,50.95,0.0
MSAGBD22,2022,4,52.19,0.0
MSAGBD22,2023,1,54.45,0.0
MSAGBG22,2022,2,110.1,4.0
MSAGBG22,2022,3,122.83,4.0
MSAGBG22,2022,4,131.48,4.0
MSAGBG22,2023,1,138.01,4.0
MSAGBM23,2023,2,45.94,0.94
MSAGBM23,2023,3,52.98,1.2
MSAGBM23,2023,4,30.76,1.2
MSAGBM23,2024,1,32.49,1.2
MSAGBM24,2024,2,95.62,3.43
MSAGBM24,2024,3,120.41,4.0
MSAGBM24,2024,4,98.05,4.0
MSAGBM24,2025,1,107.19,4.0
MSAGBM24,2025,2,114.52,4.0
MSAGBM24,2025,3,128.05,4.0
MSAGBM24,2025,4,118.44,6.58
MSAGBM24,2026,1,106.15,8.0
MSAGBR21,2022,1,27.98,0.0
MSAGBT22,2022,2,4.0,0.0
MSAGBT22,2022,3,4.0,0.0
MSAGBT22,2022,4,9.02,0.0
MSAGBT22,2023,1,16.0,0.0
MSAGCM24,2024,2,51.37,0.0
MSAGCM24,2024,3,52.0,1.33
MSAGCM24,2024,4,58.0,2.0
MSAGCM24,2025,1,52.68,2.0
MSAGCM24,2025,2,59.33,2.0
MSAGCM24,2025,3,68.96,2.0
MSAGCM24,2025,4,62.13,2.0
MSAGCM24,2026,1,41.38,2.0
MSAGCM24,2026,2,26.7,0.0
MSAGCM24,2026,3,24.0,0.0
MSAGCM24,2026,4,24.0,0.0
MSAGEM23,2023,2,43.74,0.0
MSAGEM23,2023,3,28.04,0.0
MSAGEM23,2023,4,55.62,0.0
MSAGEM23,2024,1,49.98,0.0
MSAGGM23,2023,2,120.79,2.96
MSAGGM23,2023,3,95.07,0.0
MSAGGM23,2023,4,79.67,0.0
MSAGGM23,2024,1,98.46,0.0
MSAGIM23,2023,2,22.42,1.04
MSAGIM23,2023,3,64.65,4.0
MSAGIM23,2023,4,45.8,4.0
MSAGIM23,2024,1,38.64,4.0
